Timestamp,"Once it is available, do you intend to get the vaccine for COVID-19?",Have you received a positive test for COVID-19 since the start of the pandemic? ,"Do you know someone personally who has tested positive for COVID-19? (family member, close friend, etc.)",Have you received a flu shot in the past 12 months?,"Where do you typically go to get your vaccines? (This can include all vaccines such as flu, TDAP, Hepatitis A, HPV, etc.)","Do you have pre-existing conditions that would make COVID-19 infection more severe? (cancer, diabetes, high blood pressure, etc.)",Do you regularly wear a mask in public? ,What is your main source for updated information pertaining to COVID-19?,What do you see as a barrier or risk for you when deciding whether to get the COVID-19 vaccine? You can choose more than one or fill out the 'Other' option. ,I am at risk for contracting COVID-19.,COVID-19 can be a serious disease. ,The COVID-19 vaccine will prevent me from contracting COVID-19. ,There are many risks associated with getting the COVID-19 vaccine.,What is your age in years?,What is your race/ethnicity? You can choose more than one or fill out the 'Other' option.,What is the highest degree or level of school you have completed?,State of Residence ,Which gender identity do you most identify?,Which most closely aligns with your political beliefs?
10/3/20 6:28,No,No,Yes,Yes,Primary Care Doctor,Don't know/Not sure,Yes,CDC,Safety concerns with the vaccine/side effects,Agree,Agree,Neutral,Neutral,34,White or Caucasian,Bachelor's Degree,Missouri,Female,Mixed
10/3/20 6:45,No,No,Yes,Yes,"Flu at pharmacy, others at PCP",No,No,"National News Station such as Fox News, CNN, New York Times, etc.","Concerned about getting COVID from the vaccine, Don't believe the vaccine will work",Disagree,Agree,Agree,Disagree,28,White or Caucasian,Bachelor's Degree,Missouri,Female,Very Conservative
10/3/20 6:51,Don't Know/Not sure,No,Yes,No,Not Applicable,No,Yes,CDC website,"Safety concerns with the vaccine/side effects, Concerned about getting COVID from the vaccine",Stongly Agree,Stongly Agree,Neutral,Neutral,46,White or Caucasian,Bachelor's Degree,Florida,Female,Somewhat Conservative
10/3/20 6:53,Don't Know/Not sure,No,No,No,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Cost of the Vaccine",Neutral,Agree,Agree,Agree,56,White or Caucasian,Some college/Associate's Degree,Missouri,Female,Somewhat Liberal
10/3/20 6:55,No,No,Yes,No,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Stongly Disagree,Neutral,Neutral,Neutral,37,White or Caucasian,Some college/Associate's Degree,Missouri,Female,Prefer not to answer
10/3/20 6:56,Yes,No,No,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Cost of the Vaccine",Neutral,Stongly Agree,Agree,Agree,24,Asian,Bachelor's Degree,Missouri,Female,Somewhat Liberal
10/3/20 7:00,Don't Know/Not sure,No,Yes,Yes,Primary Care Doctor,Don't know/Not sure,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",If ra doctor says okay,Disagree,Agree,Neutral,Neutral,71,White or Caucasian,Some college/Associate's Degree,Missouri,Female,Somewhat Conservative
10/3/20 7:01,Yes,No,Yes,Yes,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Cost of the Vaccine, Concerned about getting COVID from the vaccine",Neutral,Stongly Agree,Agree,Disagree,23,White or Caucasian,Bachelor's Degree,Missouri,Female,Prefer not to answer
10/3/20 7:10,Yes,No,Yes,Yes,Local Health Department,Yes,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Agree,Stongly Agree,Agree,Disagree,45,White or Caucasian,Graduate School,Missouri,Female,Somewhat Conservative
10/3/20 7:22,Don't Know/Not sure,No,Yes,Yes,Job site,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Stongly Agree,Stongly Agree,Neutral,Neutral,50,White or Caucasian,Bachelor's Degree,Florida,Female,Mixed
10/3/20 7:26,Yes,No,Yes,Yes,Employer ,Yes,Yes,DPH,"None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Agree,Agree,Agree,Disagree,38,White or Caucasian,Some college/Associate's Degree,Missouri,Male,Very Conservative
10/3/20 7:26,Don't Know/Not sure,No,Yes,No,Primary Care Doctor,Yes,No,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Agree,Agree,Neutral,Neutral,49,Black or African American,Some college/Associate's Degree,Florida,Male,Somewhat Conservative
10/3/20 7:31,Don't Know/Not sure,No,Yes,Yes,Primary Care Doctor,No,Yes,.,Safety concerns with the vaccine/side effects,Neutral,Stongly Disagree,Disagree,Disagree,33,White or Caucasian,Bachelor's Degree,Texas,Female,Somewhat Conservative
10/3/20 7:45,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,Local News Station,Safety concerns with the vaccine/side effects,Neutral,Agree,Agree,Neutral,60,White or Caucasian,"High school graduate, GED",Missouri,Female,Mixed
10/3/20 7:45,Don't Know/Not sure,No,Yes,No,Local Health Department,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Political involvement with the vaccine production process, pushing it to be finished before fully evaluated for safety",Agree,Stongly Agree,Neutral,Neutral,32,White or Caucasian,Graduate School,Missouri,Female,Somewhat Liberal
10/3/20 7:59,No,No,Yes,No,Not Applicable,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Concerned about getting COVID from the vaccine",Agree,Stongly Agree,Neutral,Agree,32,Black or African American,Bachelor's Degree,Missouri,Female,Very Liberal
10/3/20 7:59,Yes,No,Yes,Yes,Primary Care Doctor,No,Yes,Radio/Podcasts,"Safety concerns with the vaccine/side effects, Don't like needles and shots",Agree,Stongly Agree,Agree,Disagree,24,White or Caucasian,Bachelor's Degree,Missouri,Female,Very Liberal
10/3/20 8:02,No,No,Yes,Yes,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)",Safety concerns with the vaccine/side effects,Neutral,Agree,Disagree,Agree,.,White or Caucasian,Bachelor's Degree,Tennessee,Female,Somewhat Conservative
10/3/20 8:09,Yes,No,No,Yes,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Cost of the Vaccine, Concerns of ineffectiveness due to rushed testing process",Neutral,Stongly Agree,Agree,Neutral,24,White or Caucasian,Bachelor's Degree,Missouri,Female,Very Liberal
10/3/20 8:10,Yes,No,Yes,Yes,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Neutral,Stongly Agree,Strongly Agree,Strongly disagree,25,White or Caucasian,Bachelor's Degree,Missouri,Male,Very Liberal
10/3/20 8:17,Yes,No,Yes,Yes,Travel medicine clinic,Yes,Yes,Radio/Podcasts,Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Agree,Neutral,31,White or Caucasian,Graduate School,Alabama,Female,Very Liberal
10/3/20 8:18,No,No,Yes,Yes,Primary Care Doctor,No,Yes,Local News Station,Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Neutral,Agree,50,White or Caucasian,Some college/Associate's Degree,Missouri,Female,Mixed
10/3/20 8:23,Don't Know/Not sure,No,Yes,Yes,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)",Safety concerns with the vaccine/side effects,Disagree,Stongly Agree,Disagree,Agree,24,White or Caucasian,Bachelor's Degree,Alabama,Female,Mixed
10/3/20 8:29,No,No,No,Yes,Not Applicable,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Concerned about getting COVID from the vaccine",Stongly Disagree,Neutral,Strongly Disagree,Agree,43,White or Caucasian,Graduate School,.,Male,Prefer not to answer
10/3/20 8:34,Yes,No,Yes,Yes,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)",Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Agree,Neutral,22,White or Caucasian,Some college/Associate's Degree,Missouri,Female,Very Liberal
10/3/20 8:44,Yes,No,No,No,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Religious beliefs",Neutral,Stongly Agree,Agree,Agree,24,Asian,Bachelor's Degree,New Jersey,Female,Very Liberal
10/3/20 9:01,No,No,Yes,No,Primary Care Doctor,Don't know/Not sure,Yes,Hi,"Safety concerns with the vaccine/side effects, Don't believe the vaccine will work",Neutral,Neutral,Disagree,Neutral,49,White or Caucasian,Some college/Associate's Degree,Texas,Female,Mixed
10/3/20 9:02,Don't Know/Not sure,No,Yes,Yes,Work,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)",Safety concerns with the vaccine/side effects,Agree,Agree,Disagree,Neutral,36,White or Caucasian,Graduate School,Missouri,Female,Mixed
10/3/20 9:06,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Neutral,Stongly Agree,Agree,Disagree,57,White or Caucasian,.,Texas,Female,Mixed
10/3/20 9:11,Don't Know/Not sure,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"I’m in healthcare, my boss and the health department ",Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Neutral,Neutral,43,White or Caucasian,Graduate School,Texas,Female,Somewhat Conservative
10/3/20 9:13,Don't Know/Not sure,No,Yes,Yes,Primary Care Doctor,No,Yes,.,.,Stongly Agree,Stongly Agree,Neutral,Neutral,49,White or Caucasian,Graduate School,Texas,Female,Somewhat Conservative
10/3/20 9:15,Yes,No,No,Yes,Primary Care Doctor,No,Yes,NYT online,"Safety concerns with the vaccine/side effects, Transportation to the vaccination site, Cost of the Vaccine",Neutral,Agree,Agree,Neutral,25,"Asian, White or Caucasian",Graduate School,California,Female,Very Liberal
10/3/20 9:18,No,No,Yes,Yes,Work,Yes,Yes,Local News Station,Safety concerns with the vaccine/side effects,Neutral,Agree,Neutral,Neutral,57,White or Caucasian,Bachelor's Degree,Missouri,Female,Mixed
10/3/20 9:32,No,No,Yes,Yes,Local Health Department,No,Yes,Local Public Health ,Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Neutral,Agree,50,White or Caucasian,Graduate School,Missouri,Female,Mixed
10/3/20 9:36,Don't Know/Not sure,No,Yes,Yes,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)",Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Agree,Disagree,25,White or Caucasian,Graduate School,Massachusetts,Female,Somewhat Liberal
10/3/20 9:40,Don't Know/Not sure,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",Don't know/Not sure,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Cost of the Vaccine",Agree,Stongly Agree,Neutral,Agree,24,Asian,Bachelor's Degree,Missouri,Female,Very Liberal
10/3/20 9:40,Don't Know/Not sure,No,No,No,Primary Care Doctor,No,Yes,Local News Station,"None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Neutral,Neutral,Neutral,Neutral,56,Prefer not to answer,Some college/Associate's Degree,California,Female,Somewhat Conservative
10/3/20 9:42,Don't Know/Not sure,Don't know/Not sure,Don't know/Not sure,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Don't believe the vaccine will work",Stongly Disagree,Agree,Neutral,Neutral,27,White or Caucasian,Bachelor's Degree,Missouri,Male,Mixed
10/3/20 9:44,Yes,No,Yes,No,"Chain Pharmacies such as Walgreens, CVS, etc.",Yes,Yes,Local / county leaders daily assessment to community.,Safety concerns with the vaccine/side effects,Stongly Agree,Stongly Agree,Agree,Neutral,55,White or Caucasian,Some college/Associate's Degree,Texas,Female,Somewhat Conservative
10/3/20 9:48,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Disagree,Stongly Agree,Agree,Neutral,24,White or Caucasian,Bachelor's Degree,Kentucky,Gender Variant/Non-Conforming,Very Liberal
10/3/20 9:52,No,No,Yes,Yes,Primary Care Doctor,Yes,Yes,CDC,Safety concerns with the vaccine/side effects,Neutral,Stongly Agree,Neutral,Neutral,50,"Asian, White or Caucasian",Some college/Associate's Degree,Texas,Female,Very Conservative
10/3/20 9:53,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",Yes,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Stongly Agree,Stongly Agree,Agree,Disagree,23,White or Caucasian,Graduate School,Missouri,Female,Very Liberal
10/3/20 10:05,Don't Know/Not sure,No,No,No,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Cost of the Vaccine",Neutral,Agree,Agree,Agree,56,White or Caucasian,Some college/Associate's Degree,Missouri,Female,Somewhat Liberal
10/3/20 10:19,Don't Know/Not sure,No,Yes,No,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Cost of the Vaccine",Stongly Agree,Stongly Agree,Neutral,Strongly agree,25,White or Caucasian,Bachelor's Degree,Missouri,Female,Very Liberal
10/3/20 10:33,No,No,Yes,Yes,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)",Safety concerns with the vaccine/side effects,Stongly Disagree,Agree,Neutral,Strongly agree,25,White or Caucasian,Some college/Associate's Degree,Florida,Female,Somewhat Conservative
10/3/20 10:36,Yes,No,Yes,Yes,Primary Care Doctor,Yes,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Cost of the Vaccine, Concerned about getting COVID from the vaccine, Don't believe the vaccine will work",Agree,Agree,Agree,Strongly agree,20,White or Caucasian,Some college/Associate's Degree,Tennessee,Female,Somewhat Liberal
10/3/20 10:41,No,No,Yes,No,Primary Care Doctor,Yes,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Implanting tracking ",Neutral,Disagree,Strongly Disagree,Strongly agree,51,White or Caucasian,Graduate School,Texas,Female,Very Conservative
10/3/20 10:44,No,No,No,No,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,Local News Station,"Safety concerns with the vaccine/side effects, Concerned about getting COVID from the vaccine, Don't believe the vaccine will work",Disagree,Agree,Strongly Disagree,Strongly agree,18,Hispanic or Latinx,"High school graduate, GED",Texas,Female,Very Conservative
10/3/20 10:47,No,No,No,No,Primary Care Doctor,Yes,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Don't like needles and shots, Don't believe the vaccine will work",Agree,Agree,Neutral,Agree,33,White or Caucasian,Graduate School,Tennessee,Female,Somewhat Liberal
10/3/20 10:47,Don't Know/Not sure,No,Yes,Yes,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)",Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Neutral,Disagree,24,White or Caucasian,Bachelor's Degree,Wisconsin,Female,Very Liberal
10/3/20 10:58,Don't Know/Not sure,No,Yes,Yes,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Agree,Agree,Agree,Neutral,21,"Black or African American, Hispanic or Latinx",Bachelor's Degree,Kansas,Female,Very Liberal
10/3/20 11:14,No,No,Yes,No,Primary Care Doctor,No,Yes,Local News Station,Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Strongly Disagree,Strongly agree,60,White or Caucasian,"High school graduate, GED",California,Female,Mixed
10/3/20 11:16,Yes,No,No,Yes,Local Health Department,Yes,Yes,Newspaper,Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Neutral,Neutral,24,Asian,Bachelor's Degree,Ohio,Female,Very Liberal
10/3/20 12:27,Don't Know/Not sure,No,No,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Neutral,Stongly Disagree,Neutral,Agree,70,White or Caucasian,Bachelor's Degree,Texas,Female,Very Conservative
10/3/20 12:31,No,No,Yes,No,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Concerned about getting COVID from the vaccine, Don't believe the vaccine will work",Stongly Disagree,Disagree,Strongly Disagree,Strongly agree,26,Black or African American,"High school graduate, GED",Florida,Female,Prefer not to answer
10/3/20 12:36,No,No,Yes,No,Not Applicable,No,No,"National News Station such as Fox News, CNN, New York Times, etc.",I don’t get vaccines,Disagree,Neutral,Disagree,Strongly disagree,45,White or Caucasian,Bachelor's Degree,Missouri,Male,Very Conservative
10/3/20 12:39,Don't Know/Not sure,No,Yes,Yes,Hospitals provide them for hospital employees. It’s mandatory ,No,Yes,Hospital news ,Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Neutral,Agree,33,White or Caucasian,Bachelor's Degree,Florida,Female,Somewhat Conservative
10/3/20 12:52,Yes,No,Yes,Yes,Primary Care Doctor,No,Yes,Local News Station,Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Neutral,Agree,44,White or Caucasian,Graduate School,Missouri,Female,Somewhat Conservative
10/3/20 12:57,Yes,No,Don't know/Not sure,Yes,Primary Care Doctor,Yes,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Concerned about getting COVID from the vaccine",Agree,Stongly Agree,Agree,Disagree,37,White or Caucasian,Graduate School,Illinois,Female,Very Liberal
10/3/20 12:59,Don't Know/Not sure,Yes,Yes,No,Not Applicable,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Agree,Stongly Disagree,Neutral,Neutral,25,Black or African American,Some college/Associate's Degree,Missouri,Male,Prefer not to answer
10/3/20 13:01,Yes,No,Yes,Yes,Urgent Care,Yes,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)",Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Agree,Agree,22,White or Caucasian,Bachelor's Degree,Missouri,Female,Very Liberal
10/3/20 13:05,Yes,No,Yes,Yes,Local Health Department,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Concerned about getting COVID from the vaccine,Agree,Stongly Agree,Neutral,Agree,22,Hispanic or Latinx,Some college/Associate's Degree,Texas,Female,Mixed
10/3/20 13:08,Yes,No,Yes,Yes,Work- I’m and educator.,Yes,Yes,Local News Station,Safety concerns with the vaccine/side effects,.,.,.,.,53,Hispanic or Latinx,Bachelor's Degree,Texas,Female,Somewhat Conservative
10/3/20 13:10,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Agree,Stongly Agree,Agree,Disagree,21,White or Caucasian,Bachelor's Degree,Missouri,Female,Very Liberal
10/3/20 13:12,Yes,No,No,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,Radio/Podcasts,"None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Agree,Stongly Agree,Neutral,Disagree,26,White or Caucasian,Graduate School,Georgia,Female,Very Liberal
10/3/20 13:13,No,No,Yes,No,Primary Care Doctor,No,Yes,"reliable internet sources, WHO","Safety concerns with the vaccine/side effects, Cost of the Vaccine, Concerned about getting COVID from the vaccine, Don't believe the vaccine will work",Agree,Stongly Agree,Disagree,Agree,24,"White or Caucasian, Native American or Alaska Native",Graduate School,Missouri,Female,Very Liberal
10/3/20 13:13,Don't Know/Not sure,No,Yes,Yes,Primary Care Doctor,No,Yes,Local News Station,Safety concerns with the vaccine/side effects,Disagree,Agree,Neutral,Neutral,42,White or Caucasian,Graduate School,Missouri,Female,Somewhat Liberal
10/3/20 13:16,Don't Know/Not sure,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",Don't know/Not sure,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Concerned about getting COVID from the vaccine",Agree,Stongly Agree,Neutral,Agree,24,"White or Caucasian, Hispanic or Latinx",Bachelor's Degree,Missouri,Female,Very Liberal
10/3/20 13:20,Yes,No,No,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Neutral,Stongly Agree,Agree,Disagree,22,White or Caucasian,Bachelor's Degree,Missouri,Female,Very Liberal
10/3/20 13:32,Yes,No,Yes,Yes,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Stongly Agree,Stongly Agree,Strongly Agree,Strongly disagree,22,White or Caucasian,Bachelor's Degree,Alabama,Female,Very Liberal
10/3/20 13:36,Don't Know/Not sure,No,Yes,Yes,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Neutral,Agree,Neutral,Neutral,40,White or Caucasian,Some college/Associate's Degree,Missouri,Female,Somewhat Liberal
10/3/20 13:42,Yes,No,Yes,Yes,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Transportation to the vaccination site",Neutral,Agree,Agree,Disagree,23,White or Caucasian,Bachelor's Degree,Illinois,Female,Very Liberal
10/3/20 13:43,Yes,No,Yes,No,Not Applicable,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Stongly Agree,Stongly Agree,Agree,Disagree,39,Hispanic or Latinx,Some college/Associate's Degree,Missouri,Female,Very Liberal
10/3/20 13:44,Yes,No,No,Yes,Primary Care Doctor,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Distrust that Trump administration will allow thorough testing of the vaccine for safety",Agree,Stongly Agree,Neutral,Neutral,36,White or Caucasian,Graduate School,Missouri,Female,Very Liberal
10/3/20 13:50,Yes,No,Yes,Yes,Urgent Care,No,Yes,Health experts ,Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Agree,Neutral,57,White or Caucasian,Graduate School,Missouri,Male,Mixed
10/3/20 13:58,No,No,Yes,No,Primary Care Doctor,No,Yes,Local News Station,Safety concerns with the vaccine/side effects,Neutral,Agree,Neutral,Neutral,45,White or Caucasian,Bachelor's Degree,Missouri,Female,Somewhat Conservative
10/3/20 14:06,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Cost of the Vaccine, Don't like needles and shots",Stongly Agree,Stongly Agree,Agree,Disagree,22,White or Caucasian,Bachelor's Degree,Pennsylvania,Female,Very Liberal
10/3/20 14:17,Yes,.,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,Local News Station,"None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Neutral,Agree,Agree,Neutral,81,White or Caucasian,Some college/Associate's Degree,Texas,Female,Mixed
10/3/20 14:23,Yes,No,Yes,Yes,Primary Care Doctor,Yes,Yes,University and Practicum organization,"Cost of the Vaccine, Concerned about getting COVID from the vaccine",Agree,Stongly Agree,Neutral,Agree,42,"White or Caucasian, Native American or Alaska Native",Graduate School,Missouri,Female,Mixed
10/3/20 14:27,Yes,No,Yes,Yes,Work,Yes,Yes,"National News Station such as Fox News, CNN, New York Times, etc.","Safety concerns with the vaccine/side effects, Don’t trust the current administration to properly test it before rushing it out ",Agree,Stongly Agree,Agree,Neutral,59,White or Caucasian,Bachelor's Degree,Illinois,Female,Very Liberal
10/3/20 14:39,Don't Know/Not sure,No,Yes,No,Primary Care Doctor,No,Yes,Local News Station,"Safety concerns with the vaccine/side effects, Cost of the Vaccine",Disagree,Agree,Neutral,Agree,48,White or Caucasian,Bachelor's Degree,Missouri,Female,Somewhat Liberal
10/3/20 14:44,Yes,No,Yes,Yes,Work,No,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Safety concerns with the vaccine/side effects,Agree,Stongly Agree,Neutral,Disagree,49,White or Caucasian,Graduate School,Missouri,Female,Somewhat Liberal
10/3/20 14:51,Yes,No,Yes,Yes,Student health,No,Yes,CDC/local health departments,"None of these apply, I have no barriers or risks associated with getting the COVID-19 vaccine.",Stongly Agree,Stongly Agree,Agree,Disagree,26,White or Caucasian,Graduate School,California,Female,Very Liberal
10/3/20 14:59,Don't Know/Not sure,No,No,Yes,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Transportation to the vaccination site, Cost of the Vaccine, Long term effects of the vaccine that we won’t know about until they start popping up years later ",Stongly Agree,Stongly Agree,Strongly Agree,Neutral,20,White or Caucasian,Some college/Associate's Degree,Alabama,Female,Very Liberal
10/3/20 15:07,Don't Know/Not sure,No,No,No,Primary Care Doctor,Don't know/Not sure,Yes,Local News Station,"Safety concerns with the vaccine/side effects, Transportation to the vaccination site, Cost of the Vaccine, Concerned about getting COVID from the vaccine",Stongly Disagree,Stongly Agree,Neutral,Neutral,69,White or Caucasian,"High school graduate, GED",Pennsylvania,Female,Somewhat Liberal
10/3/20 15:13,Don't Know/Not sure,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,Local News Station,"Safety concerns with the vaccine/side effects, We will get it when Dr. Fauci says it’s safe. ",Stongly Agree,Stongly Agree,Agree,Disagree,62,White or Caucasian,"High school graduate, GED",Missouri,Female,Somewhat Liberal
10/3/20 15:15,Yes,No,No,No,Primary Care Doctor,No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Transportation to the vaccination site, Cost of the Vaccine, Speed at which vaccine is released - effectiveness",Agree,Stongly Agree,Neutral,Disagree,25,White or Caucasian,Bachelor's Degree,Missouri,Prefer Not to Answer,Prefer not to answer
10/3/20 15:15,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",Yes,Yes,"National News Station such as Fox News, CNN, New York Times, etc.",Have a health condition or allergies that prevent vaccination,Agree,Stongly Agree,Agree,Neutral,22,White or Caucasian,Bachelor's Degree,Georgia,Female,Very Liberal
10/3/20 15:17,Yes,No,Yes,Yes,Primary Care Doctor,Yes,Yes,Local News Station,Safety concerns with the vaccine/side effects,Stongly Disagree,Stongly Disagree,Agree,Agree,70,White or Caucasian,Bachelor's Degree,Kansas,Female,Mixed
10/3/20 15:24,Yes,No,Yes,Yes,"Chain Pharmacies such as Walgreens, CVS, etc.",No,Yes,"Social Media (Facebook, Instagram, Twitter, etc.)","Safety concerns with the vaccine/side effects, Cost of the Vaccine, Concerned about getting COVID from the vaccine",Stongly Agree,Stongly Agree,Agree,Agree,22,White or Caucasian,Graduate School,Illinois,Female,Very Liberal
